vi vj e
58 452 1
59 12 1
59 119 1
59 171 1
59 188 1
59 242 1
59 252 1
60 32 1
60 183 1
60 250 1
60 428 1
60 469 1
61 28 1
61 73 1
61 337 1
62 48 1
62 55 1
62 88 1
62 205 1
62 242 1
62 245 1
63 40 1
63 124 1
63 281 1
63 313 1
63 384 1
63 433 1
63 456 1
64 26 1
64 90 1
64 162 1
64 242 1
64 297 1
64 377 1
65 24 1
65 30 1
65 51 1
65 163 1
65 241 1
65 298 1
65 305 1
65 409 1
65 415 1
65 423 1
66 23 1
66 45 1
66 94 1
66 203 1
66 207 1
66 253 1
66 420 1
66 443 1
66 468 1
67 56 1
67 100 1
67 195 1
67 201 1
67 239 1
67 283 1
67 377 1
67 406 1
67 442 1
68 165 1
68 274 1
68 276 1
68 331 1
68 394 1
69 39 1
69 152 1
69 173 1
69 349 1
69 366 1
70 10 1
70 19 1
70 42 1
70 65 1
70 84 1
70 100 1
70 172 1
70 296 1
70 298 1
71 408 1
71 434 1
71 445 1
72 144 1
72 153 1
72 177 1
72 349 1
72 392 1
72 407 1
73 90 1
73 132 1
73 225 1
73 325 1
73 348 1
73 394 1
74 169 1
74 287 1
74 298 1
74 309 1
74 391 1
75 128 1
75 411 1
75 412 1
75 465 1
76 113 1
76 209 1
76 238 1
76 241 1
76 249 1
76 253 1
76 283 1
76 343 1
76 428 1
77 36 1
77 44 1
77 187 1
77 409 1
77 426 1
77 430 1
78 47 1
78 70 1
78 72 1
78 129 1
78 149 1
78 225 1
78 242 1
78 302 1
78 469 1
79 4 1
79 6 1
79 8 1
79 29 1
79 144 1
79 151 1
79 172 1
79 228 1
79 245 1
79 309 1
79 314 1
79 422 1
80 70 1
80 130 1
80 287 1
80 314 1
80 326 1
81 52 1
81 69 1
81 313 1
81 434 1
82 166 1
82 177 1
82 365 1
82 462 1
83 4 1
83 138 1
83 213 1
83 226 1
83 227 1
83 257 1
83 262 1
83 353 1
83 461 1
84 87 1
84 295 1
84 313 1
84 437 1
84 458 1
85 299 1
85 306 1
85 310 1
85 326 1
85 451 1
85 452 1
85 454 1
86 24 1
86 120 1
87 76 1
87 112 1
87 123 1
87 138 1
87 139 1
87 158 1
87 182 1
87 210 1
87 238 1
87 291 1
87 391 1
88 31 1
88 64 1
88 73 1
88 99 1
88 109 1
88 136 1
88 315 1
89 20 1
89 84 1
89 170 1
89 259 1
89 268 1
89 344 1
89 457 1
89 464 1
90 3 1
90 39 1
90 46 1
90 74 1
90 82 1
90 419 1
91 77 1
91 79 1
91 147 1
91 198 1
91 240 1
91 241 1
91 253 1
91 265 1
91 470 1
92 10 1
92 206 1
92 246 1
92 269 1
93 165 1
93 169 1
93 219 1
93 325 1
93 345 1
93 407 1
94 65 1
94 176 1
94 327 1
94 339 1
94 361 1
94 373 1
94 381 1
94 396 1
95 70 1
95 246 1
95 321 1
95 381 1
95 460 1
96 0 1
96 40 1
96 62 1
96 165 1
96 190 1
96 214 1
96 267 1
97 71 1
97 115 1
97 172 1
97 228 1
97 244 1
97 329 1
97 347 1
97 383 1
98 34 1
98 35 1
98 89 1
98 212 1
98 274 1
99 57 1
99 106 1
99 134 1
99 199 1
99 279 1
99 397 1
99 459 1
100 6 1
100 13 1
100 77 1
100 79 1
100 92 1
100 111 1
100 220 1
100 282 1
100 311 1
100 377 1
100 404 1
100 453 1
101 60 1
101 67 1
101 370 1
102 1 1
102 17 1
102 83 1
102 219 1
102 280 1
102 302 1
102 317 1
102 318 1
103 102 1
103 196 1
103 400 1
103 445 1
104 19 1
104 33 1
104 88 1
104 137 1
104 207 1
104 224 1
104 345 1
104 361 1
104 399 1
104 423 1
105 27 1
105 193 1
105 244 1
105 267 1
105 341 1
105 353 1
106 197 1
106 239 1
106 343 1
106 357 1
106 461 1
107 2 1
107 124 1
107 134 1
107 366 1
107 405 1
108 6 1
108 124 1
108 206 1
108 268 1
108 425 1
109 126 1
109 165 1
109 231 1
109 418 1
109 463 1
109 469 1
110 22 1
110 57 1
110 95 1
110 178 1
110 191 1
110 253 1
110 353 1
110 426 1
110 434 1
110 443 1
111 17 1
111 75 1
111 315 1
111 323 1
111 327 1
111 338 1
112 12 1
112 105 1
112 432 1
113 168 1
113 184 1
113 208 1
113 324 1
113 354 1
113 385 1
113 457 1
114 111 1
114 374 1
114 422 1
114 424 1
115 43 1
115 70 1
115 111 1
115 260 1
115 339 1
115 355 1
115 376 1
116 26 1
116 27 1
116 52 1
116 122 1
116 220 1
116 348 1
116 420 1
117 98 1
117 187 1
117 206 1
117 296 1
117 366 1
118 302 1
119 21 1
119 39 1
119 67 1
119 121 1
119 199 1
119 265 1
119 417 1
119 448 1
119 449 1
120 170 1
120 198 1
120 297 1
120 300 1
120 437 1
120 447 1
121 6 1
121 24 1
121 93 1
121 162 1
121 225 1
121 230 1
122 8 1
122 52 1
122 55 1
122 166 1
122 234 1
122 243 1
122 272 1
122 314 1
122 381 1
122 425 1
123 20 1
123 128 1
123 182 1
123 277 1
123 355 1
123 357 1
123 437 1
124 35 1
124 55 1
124 93 1
124 128 1
124 201 1
125 79 1
125 209 1
125 254 1
125 327 1
125 346 1
126 44 1
126 63 1
126 119 1
126 216 1
126 231 1
126 312 1
126 420 1
126 430 1
126 448 1
127 17 1
127 41 1
127 119 1
127 192 1
127 276 1
128 5 1
128 24 1
128 49 1
128 74 1
128 97 1
128 428 1
129 11 1
129 116 1
129 154 1
129 192 1
129 284 1
129 351 1
129 385 1
129 465 1
130 27 1
130 64 1
130 141 1
130 221 1
130 231 1
130 260 1
130 317 1
130 331 1
131 128 1
131 175 1
131 217 1
131 226 1
131 284 1
131 324 1
131 391 1
131 396 1
132 230 1
132 470 1
133 5 1
133 82 1
133 129 1
133 202 1
133 442 1
134 24 1
134 87 1
134 91 1
134 104 1
134 126 1
134 212 1
134 269 1
134 286 1
134 301 1
134 413 1
134 454 1
134 466 1
135 86 1
135 248 1
135 270 1
135 302 1
135 333 1
135 396 1
135 415 1
136 41 1
136 71 1
136 134 1
136 209 1
136 276 1
136 329 1
136 337 1
137 110 1
137 226 1
137 426 1
137 462 1
137 470 1
138 27 1
138 59 1
138 102 1
138 121 1
138 139 1
138 179 1
138 340 1
138 368 1
138 384 1
138 388 1
138 394 1
138 419 1
138 442 1
139 36 1
139 76 1
139 165 1
139 239 1
139 246 1
139 456 1
140 63 1
140 180 1
140 231 1
140 235 1
140 237 1
140 300 1
141 19 1
141 37 1
141 84 1
141 164 1
141 182 1
141 191 1
141 243 1
141 293 1
141 319 1
141 459 1
142 2 1
142 8 1
142 33 1
142 54 1
142 92 1
142 96 1
142 152 1
142 226 1
142 246 1
142 435 1
142 456 1
143 15 1
143 80 1
143 161 1
143 205 1
143 222 1
143 347 1
143 396 1
143 450 1
143 455 1
144 105 1
144 278 1
144 290 1
144 338 1
144 428 1
145 9 1
145 38 1
145 155 1
145 168 1
145 172 1
145 175 1
145 356 1
145 379 1
146 27 1
146 237 1
146 268 1
146 366 1
147 53 1
147 59 1
147 97 1
147 115 1
147 235 1
148 39 1
148 408 1
148 453 1
149 43 1
149 152 1
149 167 1
149 305 1
149 310 1
150 103 1
150 177 1
150 263 1
150 364 1
151 21 1
151 129 1
151 174 1
151 261 1
151 271 1
151 335 1
151 354 1
152 34 1
152 135 1
152 401 1
152 403 1
153 24 1
153 38 1
153 56 1
153 124 1
153 142 1
153 158 1
153 261 1
153 332 1
153 400 1
154 51 1
154 108 1
154 122 1
154 141 1
154 199 1
154 225 1
154 226 1
154 330 1
154 417 1
154 458 1
154 463 1
155 188 1
155 227 1
155 244 1
155 267 1
155 343 1
155 368 1
155 382 1
156 32 1
156 116 1
156 143 1
156 150 1
156 158 1
156 171 1
156 312 1
156 325 1
156 428 1
156 439 1
157 23 1
157 138 1
157 153 1
157 158 1
157 163 1
157 275 1
157 276 1
158 55 1
158 65 1
158 138 1
158 141 1
158 149 1
158 205 1
158 327 1
158 390 1
158 393 1
159 91 1
159 355 1
159 356 1
159 385 1
159 441 1
160 75 1
160 100 1
160 455 1
161 12 1
161 98 1
161 155 1
161 337 1
161 454 1
162 5 1
162 66 1
162 213 1
162 237 1
162 277 1
162 281 1
162 378 1
163 99 1
163 194 1
163 350 1
163 373 1
163 405 1
164 391 1
164 408 1
164 417 1
165 32 1
165 47 1
165 60 1
165 134 1
165 145 1
165 213 1
165 258 1
165 415 1
166 70 1
166 87 1
166 189 1
166 277 1
166 319 1
166 335 1
166 360 1
166 432 1
166 449 1
166 461 1
167 8 1
167 33 1
167 110 1
167 130 1
167 232 1
167 305 1
167 373 1
167 451 1
168 83 1
168 97 1
168 221 1
168 333 1
168 416 1
169 66 1
169 209 1
169 274 1
169 415 1
170 77 1
170 183 1
170 227 1
170 248 1
170 255 1
171 18 1
171 38 1
171 79 1
171 103 1
171 283 1
171 352 1
171 398 1
171 456 1
171 466 1
172 3 1
172 15 1
172 52 1
172 121 1
172 138 1
172 158 1
172 308 1
172 331 1
172 394 1
173 92 1
173 154 1
173 201 1
173 336 1
173 365 1
173 380 1
174 15 1
174 113 1
174 299 1
174 438 1
175 35 1
175 48 1
175 50 1
175 99 1
175 107 1
175 154 1
175 172 1
175 218 1
175 256 1
175 266 1
175 305 1
175 342 1
175 359 1
176 11 1
176 61 1
176 83 1
176 119 1
176 140 1
176 285 1
176 326 1
176 433 1
176 445 1
177 114 1
177 121 1
177 184 1
177 185 1
177 231 1
177 268 1
177 329 1
177 407 1
178 22 1
178 207 1
178 425 1
179 266 1
179 340 1
180 98 1
180 227 1
181 70 1
181 130 1
181 217 1
181 267 1
181 306 1
181 371 1
181 386 1
182 67 1
182 76 1
182 188 1
182 269 1
182 329 1
182 347 1
182 417 1
183 13 1
183 107 1
183 236 1
183 327 1
183 366 1
184 50 1
184 65 1
184 143 1
184 339 1
184 410 1
184 443 1
184 468 1
185 8 1
185 21 1
185 26 1
185 64 1
185 131 1
185 142 1
185 307 1
186 104 1
186 270 1
186 414 1
187 85 1
187 201 1
187 358 1
187 404 1
188 41 1
188 193 1
188 218 1
188 256 1
188 277 1
188 306 1
188 430 1
189 3 1
189 173 1
189 276 1
189 365 1
189 371 1
189 423 1
190 49 1
190 295 1
190 385 1
190 395 1
191 21 1
191 22 1
191 100 1
191 138 1
191 176 1
191 204 1
191 213 1
191 267 1
191 374 1
191 391 1
192 73 1
192 136 1
192 142 1
192 235 1
192 270 1
192 440 1
192 461 1
193 22 1
193 32 1
193 96 1
193 238 1
193 293 1
193 396 1
194 64 1
194 166 1
194 251 1
194 294 1
194 304 1
194 374 1
194 382 1
194 406 1
194 409 1
195 134 1
195 223 1
195 249 1
195 351 1
195 387 1
195 410 1
196 119 1
196 293 1
196 304 1
196 319 1
196 366 1
196 371 1
196 391 1
196 451 1
196 464 1
197 98 1
197 147 1
197 281 1
197 285 1
197 303 1
197 398 1
198 107 1
198 190 1
198 361 1
198 393 1
198 407 1
199 10 1
199 123 1
199 140 1
199 162 1
199 251 1
199 314 1
199 348 1
199 371 1
200 142 1
200 214 1
200 287 1
200 320 1
200 413 1
200 443 1
201 44 1
201 151 1
201 162 1
201 250 1
201 277 1
201 436 1
202 182 1
202 318 1
202 333 1
202 359 1
203 5 1
203 181 1
203 355 1
204 53 1
204 56 1
204 115 1
204 156 1
204 280 1
204 416 1
204 469 1
205 78 1
205 79 1
205 85 1
205 131 1
205 217 1
205 303 1
205 365 1
205 388 1
206 39 1
206 53 1
206 122 1
206 155 1
206 191 1
206 295 1
206 312 1
206 335 1
206 339 1
206 367 1
206 371 1
206 422 1
207 45 1
207 123 1
207 145 1
207 195 1
207 226 1
207 333 1
207 440 1
208 67 1
208 104 1
208 359 1
208 371 1
209 85 1
209 100 1
209 110 1
209 154 1
209 253 1
209 443 1
210 314 1
210 404 1
210 451 1
211 250 1
211 435 1
211 467 1
212 94 1
212 126 1
212 138 1
212 142 1
212 154 1
212 346 1
212 358 1
212 361 1
212 436 1
213 6 1
213 39 1
213 66 1
213 73 1
213 214 1
213 252 1
213 275 1
213 279 1
213 391 1
213 402 1
214 82 1
214 162 1
214 175 1
214 310 1
214 329 1
214 420 1
214 431 1
215 43 1
215 52 1
215 89 1
215 228 1
215 295 1
215 462 1
216 52 1
216 90 1
216 242 1
216 255 1
216 265 1
216 295 1
216 400 1
216 455 1
217 50 1
217 233 1
217 313 1
217 336 1
217 411 1
217 418 1
218 49 1
218 87 1
218 214 1
218 343 1
219 1 1
219 119 1
219 181 1
219 206 1
219 339 1
219 351 1
219 415 1
219 444 1
220 4 1
220 69 1
220 141 1
220 153 1
220 171 1
220 370 1
220 383 1
220 431 1
221 227 1
221 298 1
221 334 1
221 398 1
221 461 1
222 56 1
222 183 1
222 195 1
222 238 1
222 252 1
222 306 1
223 117 1
223 288 1
223 339 1
223 450 1
224 94 1
224 127 1
224 169 1
224 186 1
224 188 1
224 193 1
224 424 1
225 83 1
225 142 1
225 143 1
225 153 1
225 169 1
225 197 1
225 285 1
225 416 1
225 441 1
225 446 1
226 6 1
226 31 1
226 34 1
226 57 1
226 110 1
226 138 1
226 148 1
226 174 1
226 241 1
226 301 1
226 347 1
227 55 1
227 251 1
227 290 1
227 293 1
227 300 1
227 316 1
227 413 1
228 14 1
228 197 1
228 363 1
228 425 1
228 447 1
229 104 1
229 361 1
229 370 1
229 435 1
230 137 1
230 171 1
230 305 1
230 306 1
230 312 1
230 383 1
230 417 1
230 436 1
231 29 1
231 97 1
231 117 1
231 245 1
231 329 1
231 428 1
231 434 1
231 448 1
232 76 1
232 126 1
232 175 1
232 364 1
232 450 1
233 106 1
233 129 1
233 269 1
233 455 1
234 275 1
234 291 1
234 375 1
235 91 1
235 100 1
235 150 1
235 168 1
235 188 1
235 189 1
235 268 1
235 316 1
236 9 1
236 32 1
236 134 1
236 328 1
236 348 1
237 105 1
237 274 1
237 305 1
237 342 1
237 345 1
237 360 1
238 157 1
238 167 1
238 197 1
238 299 1
238 307 1
238 406 1
239 26 1
239 48 1
239 79 1
239 112 1
239 114 1
239 145 1
239 215 1
239 216 1
239 372 1
239 383 1
239 396 1
240 131 1
240 196 1
240 341 1
241 63 1
241 118 1
241 182 1
241 204 1
241 320 1
241 342 1
242 20 1
242 122 1
242 143 1
242 157 1
242 176 1
242 261 1
242 335 1
242 344 1
242 393 1
242 419 1
242 433 1
243 91 1
243 184 1
243 239 1
243 411 1
243 451 1
244 46 1
244 66 1
244 128 1
244 200 1
244 450 1
245 63 1
245 108 1
245 226 1
245 273 1
245 280 1
245 307 1
245 468 1
246 9 1
246 49 1
246 66 1
246 160 1
246 244 1
246 257 1
246 271 1
246 295 1
246 302 1
246 341 1
246 373 1
246 445 1
247 78 1
247 147 1
247 156 1
247 193 1
247 216 1
248 9 1
248 27 1
248 34 1
248 153 1
248 434 1
249 160 1
249 287 1
249 351 1
250 49 1
250 53 1
250 65 1
250 113 1
250 358 1
250 431 1
250 440 1
251 47 1
251 63 1
251 79 1
251 138 1
251 242 1
251 267 1
251 376 1
251 398 1
252 45 1
252 72 1
252 151 1
252 185 1
252 212 1
252 361 1
252 407 1
252 422 1
253 20 1
253 33 1
253 41 1
253 130 1
253 178 1
253 201 1
253 208 1
253 270 1
253 316 1
253 393 1
253 446 1
254 68 1
254 223 1
254 243 1
254 245 1
254 297 1
254 395 1
254 442 1
254 467 1
255 324 1
255 330 1
255 333 1
256 5 1
256 42 1
256 59 1
256 236 1
256 260 1
256 428 1
257 40 1
257 72 1
257 102 1
257 116 1
257 131 1
257 326 1
258 74 1
258 76 1
258 210 1
258 396 1
259 16 1
259 31 1
259 65 1
259 111 1
259 146 1
259 193 1
259 199 1
259 205 1
259 415 1
260 70 1
260 155 1
260 281 1
260 284 1
260 319 1
260 330 1
260 359 1
260 372 1
260 381 1
261 13 1
261 49 1
261 106 1
261 295 1
261 337 1
261 460 1
262 5 1
262 112 1
262 220 1
262 293 1
262 301 1
262 437 1
263 109 1
263 353 1
263 404 1
264 31 1
264 133 1
264 294 1
264 402 1
264 434 1
265 36 1
265 37 1
265 84 1
265 294 1
265 408 1
265 431 1
266 38 1
266 81 1
266 99 1
266 126 1
266 151 1
266 153 1
266 160 1
266 257 1
266 433 1
267 33 1
267 47 1
267 97 1
267 108 1
267 125 1
267 176 1
267 257 1
267 287 1
267 346 1
267 361 1
267 368 1
267 439 1
267 446 1
268 100 1
268 136 1
268 143 1
268 221 1
268 283 1
268 351 1
268 365 1
268 425 1
269 115 1
269 130 1
269 135 1
269 276 1
269 462 1
269 465 1
270 48 1
270 125 1
270 165 1
270 303 1
270 305 1
270 306 1
270 426 1
270 437 1
271 122 1
271 222 1
271 294 1
271 409 1
271 437 1
272 61 1
272 62 1
272 95 1
272 138 1
272 294 1
273 137 1
274 45 1
274 88 1
274 123 1
274 225 1
274 266 1
274 286 1
274 316 1
274 370 1
275 57 1
275 65 1
275 96 1
275 363 1
275 430 1
275 438 1
276 49 1
276 58 1
276 145 1
276 166 1
276 180 1
276 194 1
276 204 1
276 218 1
276 219 1
276 266 1
276 319 1
276 351 1
277 39 1
277 137 1
277 301 1
277 354 1
277 381 1
277 407 1
277 423 1
277 454 1
277 460 1
277 464 1
278 41 1
278 84 1
278 209 1
278 248 1
278 306 1
278 390 1
278 418 1
278 433 1
279 156 1
279 158 1
279 268 1
279 319 1
279 342 1
279 388 1
280 87 1
280 215 1
280 250 1
280 337 1
280 363 1
280 382 1
281 65 1
281 86 1
281 109 1
281 141 1
281 224 1
281 356 1
281 447 1
282 77 1
282 165 1
282 378 1
282 380 1
283 104 1
283 194 1
283 232 1
283 309 1
283 400 1
283 406 1
283 418 1
284 72 1
284 109 1
284 214 1
284 303 1
285 2 1
285 69 1
285 126 1
285 220 1
285 374 1
286 22 1
286 41 1
286 289 1
286 295 1
286 446 1
286 465 1
287 21 1
287 65 1
287 87 1
287 110 1
287 195 1
287 231 1
287 258 1
287 286 1
288 44 1
288 173 1
288 246 1
288 306 1
289 145 1
289 259 1
289 309 1
289 312 1
290 6 1
290 187 1
290 392 1
291 10 1
291 127 1
291 144 1
291 238 1
291 254 1
291 276 1
291 367 1
291 379 1
292 72 1
292 154 1
292 389 1
292 435 1
293 53 1
293 119 1
293 166 1
293 377 1
293 435 1
293 463 1
294 27 1
294 29 1
294 97 1
294 131 1
294 366 1
294 367 1
294 416 1
295 8 1
295 18 1
295 68 1
295 96 1
295 113 1
295 126 1
295 219 1
295 253 1
295 262 1
295 276 1
295 293 1
295 311 1
295 315 1
295 417 1
295 429 1
296 59 1
296 94 1
296 259 1
297 29 1
297 108 1
297 226 1
297 229 1
297 242 1
297 287 1
297 319 1
297 391 1
297 393 1
297 398 1
298 8 1
298 54 1
298 67 1
298 103 1
298 186 1
298 196 1
298 217 1
298 297 1
299 49 1
299 66 1
299 177 1
299 182 1
299 269 1
299 403 1
299 435 1
300 7 1
300 233 1
300 295 1
300 399 1
300 421 1
300 430 1
300 437 1
301 9 1
301 18 1
301 125 1
301 141 1
301 144 1
301 300 1
301 410 1
302 8 1
302 10 1
302 85 1
302 113 1
302 181 1
302 209 1
302 226 1
302 292 1
302 311 1
302 346 1
302 382 1
302 384 1
303 48 1
303 73 1
303 191 1
303 260 1
303 397 1
303 431 1
303 459 1
304 79 1
304 149 1
304 171 1
304 260 1
305 1 1
305 33 1
305 35 1
305 38 1
305 78 1
305 81 1
305 212 1
305 259 1
305 294 1
305 380 1
305 388 1
305 454 1
306 4 1
306 121 1
306 198 1
306 235 1
306 302 1
306 305 1
306 327 1
306 399 1
306 425 1
307 5 1
307 100 1
307 206 1
307 224 1
307 391 1
307 421 1
308 264 1
308 289 1
308 415 1
309 5 1
309 62 1
309 247 1
309 322 1
309 344 1
309 392 1
309 399 1
310 95 1
310 196 1
310 231 1
310 251 1
310 457 1
311 58 1
311 250 1
311 267 1
311 282 1
311 323 1
311 446 1
312 212 1
312 258 1
312 295 1
312 363 1
312 408 1
312 450 1
312 463 1
313 44 1
313 53 1
313 315 1
313 332 1
313 367 1
313 468 1
313 469 1
314 42 1
314 125 1
314 202 1
314 256 1
314 262 1
314 279 1
314 295 1
314 311 1
314 358 1
314 410 1
315 49 1
315 109 1
315 156 1
315 234 1
315 251 1
315 259 1
315 334 1
316 246 1
316 334 1
316 443 1
316 467 1
317 14 1
317 141 1
317 157 1
317 286 1
317 305 1
317 319 1
318 113 1
318 135 1
318 281 1
318 363 1
319 28 1
319 38 1
319 55 1
319 122 1
319 206 1
319 220 1
319 232 1
319 247 1
319 272 1
319 424 1
320 91 1
320 194 1
320 291 1
321 154 1
321 382 1
321 445 1
322 69 1
322 90 1
322 274 1
322 319 1
322 375 1
323 141 1
323 156 1
323 239 1
323 275 1
323 309 1
324 46 1
324 89 1
324 163 1
324 203 1
324 286 1
324 351 1
324 385 1
325 116 1
325 250 1
325 253 1
325 406 1
325 437 1
325 446 1
326 16 1
326 327 1
326 359 1
326 423 1
327 120 1
327 134 1
327 157 1
327 257 1
327 288 1
327 427 1
327 429 1
328 67 1
328 434 1
329 5 1
329 54 1
329 171 1
329 190 1
329 274 1
329 298 1
329 398 1
329 415 1
329 463 1
330 43 1
330 172 1
330 229 1
330 235 1
330 302 1
330 315 1
330 342 1
330 354 1
331 103 1
331 110 1
331 123 1
331 291 1
331 355 1
331 390 1
331 395 1
332 89 1
332 198 1
332 230 1
332 362 1
332 412 1
333 76 1
333 77 1
333 166 1
333 176 1
333 194 1
333 236 1
333 238 1
333 256 1
333 267 1
333 353 1
333 363 1
334 32 1
334 49 1
334 89 1
334 91 1
334 172 1
334 338 1
334 382 1
335 51 1
335 154 1
335 191 1
335 222 1
335 377 1
335 379 1
335 451 1
336 51 1
336 80 1
336 104 1
336 142 1
336 167 1
336 195 1
336 231 1
336 242 1
336 353 1
336 357 1
336 359 1
337 82 1
337 204 1
337 308 1
337 339 1
337 351 1
337 359 1
337 443 1
338 140 1
338 157 1
338 236 1
338 262 1
338 458 1
339 23 1
339 30 1
339 130 1
339 159 1
339 174 1
339 185 1
339 277 1
339 289 1
339 338 1
339 411 1
339 455 1
340 144 1
340 162 1
340 363 1
340 392 1
341 24 1
341 71 1
341 129 1
341 247 1
341 254 1
341 291 1
341 417 1
342 28 1
342 146 1
342 167 1
342 438 1
342 458 1
343 68 1
343 154 1
343 229 1
343 277 1
343 346 1
343 371 1
343 372 1
343 434 1
344 27 1
344 58 1
344 134 1
344 175 1
344 194 1
345 94 1
345 208 1
345 246 1
345 284 1
345 335 1
345 435 1
346 39 1
346 100 1
346 101 1
346 207 1
346 239 1
346 350 1
346 452 1
347 31 1
347 207 1
347 225 1
347 246 1
347 251 1
347 350 1
347 416 1
347 452 1
348 88 1
348 151 1
348 174 1
348 179 1
348 330 1
348 359 1
348 435 1
348 451 1
349 176 1
349 200 1
349 409 1
349 429 1
350 256 1
350 259 1
350 267 1
350 275 1
350 333 1
350 360 1
350 361 1
350 365 1
350 462 1
351 56 1
351 57 1
351 66 1
351 94 1
351 225 1
351 248 1
351 336 1
351 341 1
351 358 1
351 428 1
351 429 1
352 10 1
